day,month,year,plot,subplot,species,individuals,obs
1,6,2022,3,F1,HOMA,15,CHNO no medido focal ni abundancia
1,6,2022,3,F1,BEMA,9,CHNO no medido focal ni abundancia
1,6,2022,3,F1,LEMA,8,CHNO no medido focal ni abundancia
1,6,2022,3,F1,SOAS,1,CHNO no medido focal ni abundancia
1,6,2022,4,A1,LEMA,4,NA
1,6,2022,4,A1,HOMA,4,NA
1,6,2022,4,A1,BEMA,6,NA
1,6,2022,4,A1,SCLA,5,NA
1,6,2022,4,A1,SOAS,2,NA
1,6,2022,4,A1,CHFU,1,NA
1,6,2022,4,A2,NA,NA,Salicornia
1,6,2022,4,A3,BEMA,10,NA
1,6,2022,4,A3,CHNO,4,NA
1,6,2022,4,A3,SOAS,3,NA
1,6,2022,4,A4,BEMA,10,NA
1,6,2022,4,A4,SOAS,3,NA
1,6,2022,4,A4,LEMA,1,NA
1,6,2022,4,A4,CHNO,5,NA
1,6,2022,4,A5,CHNO,46,NA
1,6,2022,4,A5,BEMA,10,NA
1,6,2022,4,A5,SOAS,5,NA
1,6,2022,4,A5,NA,NA,Salicornia
1,6,2022,4,A6,NA,NA,Salicornia
1,6,2022,4,B1,SCLA,3,NA
1,6,2022,4,B1,BEMA,4,NA
1,6,2022,4,B1,SOAS,3,NA
1,6,2022,4,B1,CHFU,1,NA
1,6,2022,4,B1,POMO,2,NA
1,6,2022,4,B2,SOAS,4,NA
1,6,2022,4,B2,BEMA,5,NA
1,6,2022,4,B2,SCLA,6,NA
1,6,2022,4,B2,LEMA,1,NA
1,6,2022,4,B3,BEMA,7,NA
1,6,2022,4,B3,SOAS,8,NA
1,6,2022,4,B3,SCLA,10,NA
1,6,2022,4,B3,LEMA,1,NA
1,6,2022,4,B4,CHNO,1,NA
1,6,2022,4,B4,SOAS,4,NA
1,6,2022,4,B4,LEMA,2,NA
1,6,2022,4,B4,SCLA,6,NA
1,6,2022,4,B4,BEMA,12,NA
1,6,2022,4,B4,CHFU,1,NA
1,6,2022,4,B4,HOMA,1,NA
1,6,2022,4,B5,BEMA,12,NA
1,6,2022,4,B5,SOAS,2,NA
1,6,2022,4,B5,LEMA,1,NA
1,6,2022,4,B5,HOMA,1,NA
1,6,2022,4,B6,CHNO,2,NA
1,6,2022,4,B6,BEMA,11,NA
1,6,2022,4,B6,SOAS,5,NA
1,6,2022,4,B6,HOMA,4,NA
1,6,2022,4,B6,LEMA,6,NA
1,6,2022,4,C1,NA,NA,Salicornia
1,6,2022,4,C2,BEMA,8,NA
1,6,2022,4,C2,SCLA,12,NA
1,6,2022,4,C2,LEMA,1,NA
1,6,2022,4,C2,SOAS,2,NA
1,6,2022,4,C3,SOAS,12,NA
1,6,2022,4,C3,BEMA,3,NA
1,6,2022,4,C3,SCLA,2,NA
1,6,2022,4,C3,LEMA,2,NA
1,6,2022,4,C3,CHFU,1,NA
1,6,2022,4,C3,HOMA,1,NA
1,6,2022,4,C3,POMO,1,NA
1,6,2022,4,C4,HOMA,1,NA
1,6,2022,4,C4,BEMA,5,NA
1,6,2022,4,C4,LEMA,5,NA
1,6,2022,4,C4,SCLA,4,NA
1,6,2022,4,C5,SOAS,5,NA
1,6,2022,4,C5,BEMA,8,NA
1,6,2022,4,C5,SCLA,1,NA
1,6,2022,4,C5,POMO,1,NA
1,6,2022,4,C6,LEMA,1,NA
1,6,2022,4,C6,BEMA,1,NA
1,6,2022,4,C6,SOAS,1,NA
1,6,2022,4,C6,HOMA,1,NA
1,6,2022,4,C6,SCLA,5,NA
1,6,2022,4,D1,SOAS,2,NA
1,6,2022,4,D1,LEMA,6,NA
1,6,2022,4,D1,BEMA,7,NA
1,6,2022,4,D1,SCLA,2,NA
1,6,2022,4,D1,HOMA,10,NA
1,6,2022,4,D2,BEMA,2,NA
1,6,2022,4,D2,POMO,3,NA
1,6,2022,4,D2,LEMA,4,NA
1,6,2022,4,D2,SOAS,6,NA
1,6,2022,4,D2,SCLA,1,NA
1,6,2022,4,D2,CHFU,1,NA
1,6,2022,4,D3,SOAS,1,NA
1,6,2022,4,D3,SCLA,5,NA
1,6,2022,4,D3,LEMA,1,NA
1,6,2022,4,D3,BEMA,1,NA
1,6,2022,4,D4,SCLA,2,NA
1,6,2022,4,D4,HOMA,2,NA
1,6,2022,4,D4,LEMA,1,NA
1,6,2022,4,D4,BEMA,1,NA
1,6,2022,4,D5,BEMA,3,NA
1,6,2022,4,D5,SOAS,2,NA
1,6,2022,4,D5,LEMA,2,NA
1,6,2022,4,D5,SCLA,1,NA
1,6,2022,4,D6,BEMA,NA,falta abundancia
1,6,2022,4,D6,SCLA,1,NA
1,6,2022,4,D6,POMO,1,NA
1,6,2022,4,D6,SOAS,2,NA
1,6,2022,4,E1,NA,NA,Salicornia
1,6,2022,4,E2,SCLA,1,NA
1,6,2022,4,E2,BEMA,3,NA
1,6,2022,4,E2,POMO,2,NA
1,6,2022,4,E2,HOMA,1,NA
1,6,2022,4,E2,SOAS,5,NA
1,6,2022,4,E2,CHFU,1,NA
1,6,2022,4,E3,SCLA,9,NA
1,6,2022,4,E3,SOAS,1,NA
1,6,2022,4,E3,BEMA,10,NA
1,6,2022,4,E3,HOMA,4,NA
1,6,2022,4,E4,SCLA,4,NA
1,6,2022,4,E4,SOAS,4,NA
1,6,2022,4,E4,BEMA,10,NA
1,6,2022,4,E4,POMO,6,NA
1,6,2022,4,E5,SOAS,4,NA
1,6,2022,4,E5,SCLA,6,NA
1,6,2022,4,E5,BEMA,2,NA
1,6,2022,4,E6,SOAS,4,NA
1,6,2022,4,E6,CHNO,1,NA
1,6,2022,4,E6,BEMA,2,NA
1,6,2022,4,E6,LEMA,2,NA
1,6,2022,4,F1,SCLA,20,NA
1,6,2022,4,F1,BEMA,7,NA
1,6,2022,4,F1,HOMA,1,NA
1,6,2022,4,F1,SOAS,2,NA
1,6,2022,4,F2,NA,NA,Salicornia
1,6,2022,4,F3,NA,NA,Salicornia
1,6,2022,4,F4,SOAS,7,NA
1,6,2022,4,F4,BEMA,2,NA
1,6,2022,4,F4,SCLA,6,NA
1,6,2022,4,F4,POMO,1,NA
1,6,2022,4,F5,SOAS,6,NA
1,6,2022,4,F5,BEMA,12,NA
1,6,2022,4,F5,SCLA,4,NA
1,6,2022,4,F6,CHNO,1,NA
1,6,2022,4,F6,BEMA,10,NA
1,6,2022,4,F6,SOAS,5,NA
1,6,2022,4,F6,LEMA,1,NA
1,6,2022,5,A1,CHNO,15,NA
1,6,2022,5,A1,BEMA,3,NA
1,6,2022,5,A1,SCLA,6,NA
1,6,2022,5,A1,LEMA,6,NA
1,6,2022,5,A1,SOAS,9,NA
1,6,2022,5,A1,HOMA,2,NA
1,6,2022,5,A2,SOAS,2,NA
1,6,2022,5,A2,LEMA,1,NA
1,6,2022,5,A2,CHNO,1,NA
1,6,2022,5,A3,BEMA,13,NA
1,6,2022,5,A3,SOAS,4,NA
1,6,2022,5,A3,SCLA,2,NA
1,6,2022,5,A3,CHNO,1,NA
1,6,2022,5,A3,HOMA,1,NA
1,6,2022,5,A4,CHNO,15,NA
1,6,2022,5,A4,SOAS,17,NA
1,6,2022,5,A4,BEMA,6,NA
1,6,2022,5,A5,CHNO,6,NA
1,6,2022,5,A5,BEMA,9,NA
1,6,2022,5,A5,LEMA,1,NA
1,6,2022,5,A6,SOAS,7,NA
1,6,2022,5,A6,BEMA,10,NA
1,6,2022,5,A6,SCLA,1,NA
1,6,2022,5,A6,LEMA,1,NA
1,6,2022,5,B1,BEMA,7,NA
1,6,2022,5,B1,CHNO,6,NA
1,6,2022,5,B1,SOAS,5,NA
1,6,2022,5,B1,HOMA,2,NA
1,6,2022,5,B1,LEMA,1,NA
1,6,2022,5,B2,SOAS,10,NA
1,6,2022,5,B2,BEMA,15,NA
1,6,2022,5,B2,LEMA,1,NA
1,6,2022,5,B2,CHNO,10,NA
1,6,2022,5,B3,BEMA,1,NA
1,6,2022,5,B3,HOMA,6,NA
1,6,2022,5,B3,LEMA,2,NA
1,6,2022,5,B3,CHNO,1,NA
1,6,2022,5,B4,SOAS,5,NA
1,6,2022,5,B4,BEMA,4,NA
1,6,2022,5,B4,LEMA,1,NA
1,6,2022,5,B4,CHNO,1,NA
1,6,2022,5,B5,LEMA,1,NA
1,6,2022,5,B5,BEMA,10,NA
1,6,2022,5,B5,CHNO,3,NA
1,6,2022,5,B5,LEMA,1,NA
1,6,2022,5,B5,SCLA,2,NA
1,6,2022,5,B6,LEMA,2,NA
1,6,2022,5,B6,CHFU,0,NA
1,6,2022,5,B6,BEMA,10,NA
1,6,2022,5,B6,SOAS,4,NA
1,6,2022,5,C1,NA,NA,Salicornia
1,6,2022,5,C2,CHNO,50,NA
1,6,2022,5,C2,SCLA,2,NA
1,6,2022,5,C2,SOAS,15,NA
1,6,2022,5,C2,CHFU,1,NA
1,6,2022,5,C2,BEMA,6,NA
1,6,2022,5,C2,HOMA,1,NA
1,6,2022,5,C2,LEMA,1,NA
1,6,2022,5,C3,CHNO,20,NA
1,6,2022,5,C3,BEMA,12,NA
1,6,2022,5,C3,LEMA,3,NA
1,6,2022,5,C4,CHNO,1,NA
1,6,2022,5,C4,HOMA,5,NA
1,6,2022,5,C4,BEMA,10,NA
1,6,2022,5,C4,SOAS,1,NA
1,6,2022,5,C5,BEMA,10,NA
1,6,2022,5,C5,SOAS,3,NA
1,6,2022,5,C5,SCLA,2,NA
1,6,2022,5,C5,HOMA,2,NA
1,6,2022,5,C5,POMO,3,NA
1,6,2022,5,C5,LEMA,3,NA
1,6,2022,5,C6,SOAS,5,NA
1,6,2022,5,C6,BEMA,2,NA
1,6,2022,5,C6,CHNO,1,NA
1,6,2022,5,C6,LEMA,1,NA
1,6,2022,5,D1,NA,NA,Salicornia
1,6,2022,5,D2,CHNO,94,NA
1,6,2022,5,D2,SOAS,18,NA
1,6,2022,5,D2,SCLA,2,NA
1,6,2022,5,D2,LEMA,1,NA
1,6,2022,5,D3,CHNO,9,NA
1,6,2022,5,D3,BEMA,15,NA
1,6,2022,5,D3,LEMA,2,NA
1,6,2022,5,D4,CHNO,1,NA
1,6,2022,5,D4,HOMA,4,NA
1,6,2022,5,D4,BEMA,10,NA
1,6,2022,5,D4,SOAS,2,NA
1,6,2022,5,D5,BEMA,5,NA
1,6,2022,5,D5,HOMA,3,NA
1,6,2022,5,D5,POMO,2,NA
1,6,2022,5,D5,SCLA,1,NA
1,6,2022,5,D5,SOAS,3,NA
1,6,2022,5,D6,SOAS,4,NA
1,6,2022,5,D6,BEMA,10,NA
1,6,2022,5,D6,LEMA,3,NA
1,6,2022,5,D6,CHNO,1,NA
1,6,2022,5,E1,NA,NA,Salicornia
1,6,2022,5,E2,NA,NA,Salicornia
1,6,2022,5,E3,BEMA,15,NA
1,6,2022,5,E3,SOAS,2,NA
1,6,2022,5,E3,CHNO,3,NA
1,6,2022,5,E3,HOMA,2,NA
1,6,2022,5,E4,LEMA,2,NA
1,6,2022,5,E4,BEMA,5,NA
1,6,2022,5,E4,SOAS,3,NA
1,6,2022,5,E4,CHNO,1,NA
1,6,2022,5,E4,HOMA,2,NA
1,6,2022,5,E5,NA,NA,Salicornia
1,6,2022,5,E6,BEMA,11,NA
1,6,2022,5,E6,SOAS,1,NA
1,6,2022,5,E6,LEMA,1,NA
1,6,2022,5,E6,SCLA,2,NA
1,6,2022,5,F1,NA,NA,Salicornia
1,6,2022,5,F2,NA,NA,Salicornia
1,6,2022,5,F3,NA,NA,Salicornia
1,6,2022,5,F4,CHNO,14,NA
1,6,2022,5,F4,BEMA,5,NA
1,6,2022,5,F4,SOAS,5,NA
1,6,2022,5,F4,LEMA,2,NA
1,6,2022,5,F5,SOAS,10,NA
1,6,2022,5,F5,BEMA,1,NA
1,6,2022,5,F5,LEMA,3,NA
1,6,2022,5,F5,SCLA,11,NA
1,6,2022,5,F5,HOMA,NA,falta abundancia
1,6,2022,5,F5,CHNO,1,NA
1,6,2022,5,F6,NA,NA,Salicornia
1,6,2022,6,A1,NA,NA,Salicornia
1,6,2022,6,A2,CAPI,5,NA
1,6,2022,6,A2,HOMA,1,NA
1,6,2022,6,A2,BEMA,8,NA
1,6,2022,6,A3,BEMA,6,NA
1,6,2022,6,A4,BEMA,5,NA
1,6,2022,6,A5,BEMA,12,NA
1,6,2022,6,A6,BEMA,10,NA
1,6,2022,6,B1,CAPI,2,NA
1,6,2022,6,B1,HOMA,3,NA
1,6,2022,6,B1,BEMA,12,NA
1,6,2022,6,B1,CHNO,1,NA
1,6,2022,6,B2,BEMA,7,NA
1,6,2022,6,B3,BEMA,6,NA
1,6,2022,6,B3,CHNO,1,NA
1,6,2022,6,B4,BEMA,10,NA
1,6,2022,6,B5,BEMA,8,NA
1,6,2022,6,B6,NA,NA,Salicornia
1,6,2022,6,C1,CAPI,NA,falta abundancia
1,6,2022,6,C1,BEMA,2,NA
1,6,2022,6,C2,BEMA,5,NA
1,6,2022,6,C3,BEMA,7,NA
1,6,2022,6,C4,BEMA,14,NA
1,6,2022,6,C5,BEMA,12,NA
1,6,2022,6,C6,BEMA,9,NA
1,6,2022,6,D1,HOMA,8,NA
1,6,2022,6,D1,BEMA,8,NA
1,6,2022,6,D1,SOAS,1,NA
1,6,2022,6,D2,BEMA,NA,falta abundancia
1,6,2022,6,D2,PAIN,1,NA
1,6,2022,6,D3,NA,NA,Salicornia
1,6,2022,6,D4,HOMA,3,NA
1,6,2022,6,D4,BEMA,15,NA
1,6,2022,6,D5,BEMA,9,NA
1,6,2022,6,D6,NA,NA,Salicornia
1,6,2022,6,E1,NA,NA,Salicornia
1,6,2022,6,E1,BEMA,3,NA
1,6,2022,6,E1,HOMA,1,NA
1,6,2022,6,E2,SOAS,NA,falta abundancia
1,6,2022,6,E2,BEMA,21,NA
1,6,2022,6,E2,HOMA,7,NA
1,6,2022,6,E2,LEMA,1,NA
1,6,2022,6,E3,LEMA,1,NA
1,6,2022,6,E3,BEMA,6,NA
1,6,2022,6,E3,HOMA,7,NA
1,6,2022,6,E4,BEMA,10,NA
1,6,2022,6,E5,BEMA,8,NA
1,6,2022,6,E5,SOAS,1,NA
1,6,2022,6,E6,HOMA,12,NA
1,6,2022,6,E6,BEMA,27,NA
1,6,2022,6,F1,NA,NA,Salicornia
1,6,2022,6,F2,BEMA,10,NA
1,6,2022,6,F2,HOMA,10,NA
1,6,2022,6,F3,NA,NA,Salicornia
1,6,2022,6,F4,CHNO,1,NA
1,6,2022,6,F4,BEMA,15,NA
1,6,2022,6,F4,HOMA,4,NA
1,6,2022,6,F5,NA,NA,Salicornia
1,6,2022,6,F6,HOMA,5,NA
1,6,2022,6,F6,SOAS,1,NA
1,6,2022,6,F6,BEMA,10,NA
1,6,2022,7,A1,BEMA,27,NA
1,6,2022,7,A1,SOAS,3,NA
1,6,2022,7,A1,SPRU,9,NA
1,6,2022,7,A1,LEMA,5,NA
1,6,2022,7,A1,PAIN,27,NA
1,6,2022,7,A1,PLCO,3,NA
1,6,2022,7,A1,SCLA,9,NA
1,6,2022,7,A1,BEMA,43,NA
1,6,2022,7,A1,POMA,3,NA
1,6,2022,7,A2,BEMA,12,NA
1,6,2022,7,A2,PAIN,10,NA
1,6,2022,7,A2,SOAS,7,NA
1,6,2022,7,A2,POMO,11,NA
1,6,2022,7,A2,PLCO,7,NA
1,6,2022,7,A2,HOMA,8,NA
1,6,2022,7,A2,SCLA,3,NA
1,6,2022,7,A2,LEMA,37,NA
1,6,2022,7,A2,PAIN,17,NA
1,6,2022,7,A2,SPRU,5,NA
1,6,2022,7,A3,BEMA,44,NA
1,6,2022,7,A3,SOAS,14,NA
1,6,2022,7,A3,PLCO,23,NA
1,6,2022,7,A3,LEMA,4,NA
1,6,2022,7,A3,SCLA,14,NA
1,6,2022,7,A3,SPRU,6,NA
1,6,2022,7,A3,CHFU,2,NA
1,6,2022,7,A4,BEMA,17,NA
1,6,2022,7,A4,SOAS,13,NA
1,6,2022,7,A4,SPRU,7,NA
1,6,2022,7,A4,HOMA,5,NA
1,6,2022,7,A4,PLCO,11,NA
1,6,2022,7,A4,CHMI,2,NA
1,6,2022,7,A4,LEMA,7,NA
1,6,2022,7,A4,SCLA,20,NA
1,6,2022,7,A5,NA,NA,No metido
1,6,2022,7,A6,LEMA,38,NA
1,6,2022,7,A6,SCLA,36,NA
1,6,2022,7,A6,SOAS,24,NA
1,6,2022,7,A6,BEMA,50,NA
1,6,2022,7,A6,HOMA,6,NA
1,6,2022,7,A6,POMO,3,NA
1,6,2022,7,A6,PLCO,28,NA
1,6,2022,7,A6,SPRU,5,NA
1,6,2022,7,A6,PAIN,5,NA
1,6,2022,7,B1,BEMA,40,NA
1,6,2022,7,B1,SCLA,16,NA
1,6,2022,7,B1,SOAS,16,NA
1,6,2022,7,B1,CHFU,3,NA
1,6,2022,7,B1,PLCO,19,NA
1,6,2022,7,B1,LEMA,12,NA
1,6,2022,7,B1,SPRU,13,NA
1,6,2022,7,B2,BEMA,21,NA
1,6,2022,7,B2,SOAS,12,NA
1,6,2022,7,B2,PAIN,6,NA
1,6,2022,7,B2,POMO,6,NA
1,6,2022,7,B2,HOMA,3,NA
1,6,2022,7,B2,PLCO,6,NA
1,6,2022,7,B2,LEMA,17,NA
1,6,2022,7,B2,SCLA,48,NA
1,6,2022,7,B3,LEMA,14,NA
1,6,2022,7,B3,BEMA,36,NA
1,6,2022,7,B3,SOAS,27,NA
1,6,2022,7,B3,SPRU,17,NA
1,6,2022,7,B3,PLCO,9,NA
1,6,2022,7,B3,PAIN,16,NA
1,6,2022,7,B4,BEMA,35,NA
1,6,2022,7,B4,SCLA,31,NA
1,6,2022,7,B4,PLCO,22,NA
1,6,2022,7,B4,SOAS,27,NA
1,6,2022,7,B4,SPRU,9,NA
1,6,2022,7,B5,SOAS,27,NA
1,6,2022,7,B5,SCLA,60,NA
1,6,2022,7,B5,LEMA,41,NA
1,6,2022,7,B5,POMA,6,NA
1,6,2022,7,B5,PAIN,13,NA
1,6,2022,7,B5,BEMA,12,NA
1,6,2022,7,B6,BEMA,19,NA
1,6,2022,7,B6,SOAS,17,NA
1,6,2022,7,B6,HOMA,NA,falta abundancia
1,6,2022,7,B6,SCLA,34,NA
1,6,2022,7,B6,CHMI,2,NA
1,6,2022,7,B6,PLCO,15,NA
1,6,2022,7,B6,LEMA,16,NA
1,6,2022,7,B6,PAIN,5,NA
1,6,2022,7,C1,PAIN,4,NA
1,6,2022,7,C1,BEMA,13,NA
1,6,2022,7,C1,LEMA,21,NA
1,6,2022,7,C1,SOAS,10,NA
1,6,2022,7,C1,HOMA,12,NA
1,6,2022,7,C1,SCLA,9,NA
1,6,2022,7,C1,PLCO,18,NA
1,6,2022,7,C1,SPRU,15,NA
1,6,2022,7,C2,BEMA,27,NA
1,6,2022,7,C2,SPRU,16,NA
1,6,2022,7,C2,HOMA,21,NA
1,6,2022,7,C2,SOAS,11,NA
1,6,2022,7,C2,SCLA,11,NA
1,6,2022,7,C2,LEMA,18,NA
1,6,2022,7,C2,MESU,23,NA
1,6,2022,7,C2,PLCO,4,NA
1,6,2022,7,C2,SPRU,9,NA
1,6,2022,7,C3,SOAS,6,NA
1,6,2022,7,C3,POMO,3,NA
1,6,2022,7,C3,CHFU,1,NA
1,6,2022,7,C3,SCLA,7,NA
1,6,2022,7,C3,PAIN,8,NA
1,6,2022,7,C3,LEMA,22,NA
1,6,2022,7,C3,HOMA,9,NA
1,6,2022,7,C3,PLCO,14,NA
1,6,2022,7,C4,NA,NA,No metido
1,6,2022,7,C5,LEMA,36,NA
1,6,2022,7,C5,SOAS,18,NA
1,6,2022,7,C5,SPRU,4,NA
1,6,2022,7,C5,SCLA,25,NA
1,6,2022,7,C5,BEMA,28,NA
1,6,2022,7,C5,PLCO,6,NA
1,6,2022,7,C5,PAIN,10,NA
1,6,2022,7,C6,BEMA,19,NA
1,6,2022,7,C6,SOAS,11,NA
1,6,2022,7,C6,SCLA,44,NA
1,6,2022,7,C6,LEMA,16,NA
1,6,2022,7,C6,PLCO,6,NA
1,6,2022,7,C6,POMO,4,NA
1,6,2022,7,C6,SPRU,3,NA
1,6,2022,7,D1,PLCO,17,NA
1,6,2022,7,D1,PAIN,6,NA
1,6,2022,7,D1,SCLA,13,NA
1,6,2022,7,D1,BEMA,34,NA
1,6,2022,7,D1,LEMA,21,NA
1,6,2022,7,D1,HOMA,6,NA
1,6,2022,7,D1,SOAS,12,NA
1,6,2022,7,D1,SPRU,60,NA
1,6,2022,7,D2,HOMA,5,NA
1,6,2022,7,D2,BEMA,32,NA
1,6,2022,7,D2,PLCO,26,NA
1,6,2022,7,D2,SOAS,17,NA
1,6,2022,7,D2,PAIN,9,NA
1,6,2022,7,D2,SCLA,24,NA
1,6,2022,7,D2,SPRU,27,NA
1,6,2022,7,D3,LEMA,17,NA
1,6,2022,7,D3,POMO,3,NA
1,6,2022,7,D3,SCLA,58,NA
1,6,2022,7,D3,PAIN,6,NA
1,6,2022,7,D3,BEMA,13,NA
1,6,2022,7,D3,PLCO,4,NA
1,6,2022,7,D3,SOAS,8,NA
1,6,2022,7,D3,POMA,4,NA
1,6,2022,7,D4,POMO,5,NA
1,6,2022,7,D4,BEMA,13,NA
1,6,2022,7,D4,SOAS,6,NA
1,6,2022,7,D4,PAIN,5,NA
1,6,2022,7,D4,SPRU,NA,falta abundancia
1,6,2022,7,D4,LEMA,34,NA
1,6,2022,7,D4,SCLA,26,NA
1,6,2022,7,D5,SOAS,7,NA
1,6,2022,7,D5,LEMA,21,NA
1,6,2022,7,D5,SCLA,19,NA
1,6,2022,7,D5,HOMA,6,NA
1,6,2022,7,D5,BEMA,17,NA
1,6,2022,7,D5,PAIN,5,NA
1,6,2022,7,D5,SPRU,5,NA
1,6,2022,7,D6,SOAS,20,NA
1,6,2022,7,D6,PAIN,8,NA
1,6,2022,7,D6,SCLA,31,NA
1,6,2022,7,D6,BEMA,13,NA
1,6,2022,7,D6,HOMA,4,NA
1,6,2022,7,D6,PLCO,7,NA
1,6,2022,7,D6,LEMA,9,NA
1,6,2022,7,E1,BEMA,52,NA
1,6,2022,7,E1,PLCO,17,NA
1,6,2022,7,E1,PAIN,16,NA
1,6,2022,7,E1,SPRU,8,NA
1,6,2022,7,E1,SOAS,3,NA
1,6,2022,7,E1,SCLA,4,NA
1,6,2022,7,E2,PLCO,5,NA
1,6,2022,7,E2,SCLA,5,NA
1,6,2022,7,E2,BRML,4,NA
1,6,2022,7,E2,BEMA,16,NA
1,6,2022,7,E2,SPRU,9,NA
1,6,2022,7,E2,LEMA,33,NA
1,6,2022,7,E2,SOAS,11,NA
1,6,2022,7,E3,LEMA,24,NA
1,6,2022,7,E3,PLCO,8,NA
1,6,2022,7,E3,BEMA,4,NA
1,6,2022,7,E3,PLCO,9,NA
1,6,2022,7,E3,BEMA,10,NA
1,6,2022,7,E3,CHFU,1,NA
1,6,2022,7,E3,PAIN,9,NA
1,6,2022,7,E4,BEMA,36,NA
1,6,2022,7,E4,POMO,3,NA
1,6,2022,7,E4,CHFU,3,NA
1,6,2022,7,E4,LEMA,9,NA
1,6,2022,7,E4,SCLA,5,NA
1,6,2022,7,E4,PLCO,7,NA
1,6,2022,7,E4,SPRU,5,NA
1,6,2022,7,E4,PAIN,6,NA
1,6,2022,7,E5,BEMA,37,NA
1,6,2022,7,E5,SOAS,9,NA
1,6,2022,7,E5,SPRU,5,NA
1,6,2022,7,E5,PAIN,3,NA
1,6,2022,7,E5,LEMA,7,NA
1,6,2022,7,E5,SCLA,13,NA
1,6,2022,7,E6,BEMA,29,NA
1,6,2022,7,E6,LEMA,5,NA
1,6,2022,7,E6,SOAS,16,NA
1,6,2022,7,E6,SCLA,25,NA
1,6,2022,7,E6,HOMA,1,NA
1,6,2022,7,E6,CHNO,55,NA
1,6,2022,7,F1,BEMA,70,NA
1,6,2022,7,F1,PAIN,39,NA
1,6,2022,7,F1,PLCO,27,NA
1,6,2022,7,F1,SOAS,6,NA
1,6,2022,7,F1,POMO,4,NA
1,6,2022,7,F1,SPRU,5,NA
1,6,2022,7,F1,SCLA,8,NA
1,6,2022,7,F1,HOMA,14,NA
1,6,2022,7,F2,PLCO,23,NA
1,6,2022,7,F2,SPRU,14,NA
1,6,2022,7,F2,PAIN,4,NA
1,6,2022,7,F2,SOAS,2,NA
1,6,2022,7,F2,LEMA,5,NA
1,6,2022,7,F2,POMO,2,NA
1,6,2022,7,F2,BEMA,45,NA
1,6,2022,7,F2,SCLA,3,NA
1,6,2022,7,F3,SCLA,8,NA
1,6,2022,7,F3,MESU,7,NA
1,6,2022,7,F3,SOAS,9,NA
1,6,2022,7,F3,PLCO,16,NA
1,6,2022,7,F3,PAIN,5,NA
1,6,2022,7,F3,SPRU,17,NA
1,6,2022,7,F3,BEMA,38,NA
1,6,2022,7,F3,LEMA,17,NA
1,6,2022,7,F4,BEMA,23,NA
1,6,2022,7,F4,SOAS,7,NA
1,6,2022,7,F4,PLCO,10,NA
1,6,2022,7,F4,SCLA,19,NA
1,6,2022,7,F4,HOMA,3,NA
1,6,2022,7,F4,LEMA,12,NA
1,6,2022,7,F4,SPRU,4,NA
1,6,2022,7,F5,SOAS,17,NA
1,6,2022,7,F5,BEMA,15,NA
1,6,2022,7,F5,SCLA,28,NA
1,6,2022,7,F5,LEMA,5,NA
1,6,2022,7,F5,PLCO,2,NA
1,6,2022,7,F6,BEMA,26,NA
1,6,2022,7,F6,HOMA,5,NA
1,6,2022,7,F6,SOAS,5,NA
1,6,2022,7,F6,LEMA,7,NA
1,6,2022,7,F6,SPRU,4,NA
1,6,2022,7,F6,SCLA,7,NA
1,6,2022,7,F6,PLCO,6,NA
1,6,2022,8,A1,BEMA,59,NA
1,6,2022,8,A1,LEMA,15,NA
1,6,2022,8,A1,SOAS,13,NA
1,6,2022,8,A1,SCLA,11,NA
1,6,2022,8,A1,HOMA,2,NA
1,6,2022,8,A1,PLCO,36,NA
1,6,2022,8,A1,PAIN,8,NA
1,6,2022,8,A1,CHNO,48,NA
1,6,2022,8,A1,SPRU,6,NA
1,6,2022,8,A2,POMO,5,NA
1,6,2022,8,A2,CHNO,37,NA
1,6,2022,8,A2,HOMA,6,NA
1,6,2022,8,A2,PAIN,12,NA
1,6,2022,8,A2,SOAS,5,NA
1,6,2022,8,A2,SCLA,9,NA
1,6,2022,8,A2,BEMA,49,NA
1,6,2022,8,A2,LEMA,13,NA
1,6,2022,8,A3,PLCO,20,NA
1,6,2022,8,A3,SOAS,6,NA
1,6,2022,8,A3,BEMA,21,NA
1,6,2022,8,A3,SCLA,7,NA
1,6,2022,8,A3,POMO,4,NA
1,6,2022,8,A3,LEMA,3,NA
1,6,2022,8,A3,CHNO,50,NA
1,6,2022,8,A4,POMO,5,NA
1,6,2022,8,A4,PLCO,30,NA
1,6,2022,8,A4,CHNO,65,NA
1,6,2022,8,A4,BEMA,27,NA
1,6,2022,8,A4,SOAS,15,NA
1,6,2022,8,A4,NA,NA,falta abundancia
1,6,2022,8,A5,BEMA,33,NA
1,6,2022,8,A5,SOAS,23,NA
1,6,2022,8,A5,PLCO,75,NA
1,6,2022,8,A5,PAIN,5,NA
1,6,2022,8,A5,SCLA,4,NA
1,6,2022,8,A5,CHNO,16,NA
1,6,2022,8,A6,BEMA,70,NA
1,6,2022,8,A6,CHNO,7,NA
1,6,2022,8,A6,PAIN,42,NA
1,6,2022,8,A6,PLCO,26,NA
1,6,2022,8,A6,SOAS,9,NA
1,6,2022,8,A6,CHFU,36,NA
1,6,2022,8,A6,SCLA,7,NA
1,6,2022,8,A6,SPRU,5,NA
1,6,2022,8,B1,BEMA,19,NA
1,6,2022,8,B1,HOMA,2,NA
1,6,2022,8,B1,POMA,6,NA
1,6,2022,8,B1,SPRU,7,NA
1,6,2022,8,B1,CHNO,13,NA
